-1.411813758	-0.180027655	1
-1.280756039	-0.161610471	1
-1.351825193	-0.014566838	1
-1.170243242	-0.170876824	1
-1.309286538	-0.086180122	1
-1.356771091	-0.052304962	1
-1.28601751	0.127489338	1
-1.105072744	0.040725563	1
-1.455614074	0.080143393	1
-1.282132303	-0.158889682	1
-1.363133623	0.31707723	1
-1.332183748	0.335652214	1
-1.182810613	0.141192508	1
-1.247425984	0.272987735	1
-1.19856301	0.413503461	1
-1.20129952	0.326682717	1
-1.184694245	0.497724031	1
-1.112063097	0.174564405	1
-1.097607579	0.329563329	1
-1.251459293	0.498856887	1
-1.244275103	0.571166192	1
-1.288329662	0.69126763	1
-1.288051823	0.610638218	1
-1.192819415	0.523354759	1
-0.839091701	0.567868807	1
-0.980866911	0.691779731	1
-1.096838771	0.674562182	1
-0.801256221	0.611443203	1
-1.222439772	0.675896084	1
-1.155681757	0.613121608	1
-1.005469767	0.441773093	1
-0.944153006	0.849992265	1
-0.963434176	0.518421264	1
-0.831052053	0.53996571	1
-0.90304014	0.861234683	1
-0.698120126	0.892418787	1
-0.704820608	0.768511141	1
-0.834185954	0.867015969	1
-0.607188126	0.797922825	1
-0.741807379	0.901701579	1
-0.794158866	0.689077455	1
-0.725130681	0.794657783	1
-0.581409422	0.853048837	1
-0.671440585	0.882287312	1
-0.45172321	0.726807412	1
-0.424285464	0.922285816	1
-0.528606425	1.000287206	1
-0.608780571	0.870969909	1
-0.345977566	0.89816594	1
-0.413147433	0.837784676	1
-0.253248046	0.826692298	1
-0.441288519	0.852742833	1
-0.319547753	0.753090041	1
-0.116261714	0.766890832	1
-0.223540435	0.792332466	1
-0.125947814	0.854839544	1
-0.263325685	0.794148013	1
0.028748599	0.858958024	1
-0.147909366	0.83738397	1
-0.015516031	0.787099856	1
-0.132107514	0.861212218	1
-0.006002766	0.791399478	1
-0.111568891	0.86470973	1
0.094072097	0.804077699	1
0.265290447	0.801996768	1
0.060321588	0.874689839	1
0.403422516	0.974028563	1
-0.06173138	0.885603668	1
0.311049722	0.589139093	1
0.245834136	0.795151807	1
0.101007756	0.818627976	1
0.169049059	0.628883824	1
0.313078962	0.556881505	1
0.214600028	0.492287301	1
0.416363227	0.421054359	1
0.293503453	0.73033266	1
0.377531596	0.294384994	1
0.411494388	0.562131776	1
0.370534277	0.488562674	1
0.681106552	0.635844481	1
0.116268157	0.609368844	1
0.39632419	0.478739527	1
0.590763732	0.405741875	1
0.497227611	0.281782355	1
0.696700557	0.017598793	1
0.419381799	0.320368367	1
0.666043186	0.247978487	1
0.855292808	0.113377996	1
0.642842377	0.098212577	1
0.711864868	0.205772498	1
0.672178426	0.08786246	1
0.655254815	0.138955093	1
0.798144078	0.027708565	1
0.750497346	-0.135047878	1
0.799270347	0.130306228	1
0.66378187	-0.093284295	1
0.636554686	-0.1013723	1
0.617870582	-0.240184739	1
0.599809269	-0.114336845	1
0.836058566	-0.335132453	1
-0.694253408	-0.026680272	2
-0.782488364	0.078539527	2
-0.687674275	0.18274157	2
-0.531314749	-0.19419731	2
-0.661810514	-0.068021455	2
-0.710515892	-0.009928506	2
-0.683932512	-0.056305827	2
-0.63123202	-0.174817856	2
-0.645047239	0.114053776	2
-0.665294544	-0.160606036	2
-0.62413114	-0.144978531	2
-0.572282306	-0.143938193	2
-0.475010373	-0.122068028	2
-0.349462504	-0.142862641	2
-0.558316351	-0.25073237	2
-0.685604672	-0.178113481	2
-0.437404859	-0.280816983	2
-0.506773443	-0.419692434	2
-0.38182199	-0.430780356	2
-0.58142144	-0.510840998	2
-0.686002765	-0.20600137	2
-0.398653304	-0.470883611	2
-0.319904174	-0.519004952	2
-0.261592903	-0.565389163	2
-0.173852062	-0.500852831	2
-0.376777549	-0.520690808	2
-0.394858651	-0.342372459	2
-0.02082631	-0.666565826	2
-0.175367069	-0.670380489	2
-0.313584552	-0.556067072	2
-0.37087261	-0.763449556	2
-0.232448122	-0.639503422	2
-0.197729117	-0.757674628	2
-0.262084901	-0.641623575	2
-0.002952713	-0.406492612	2
0.05295146	-0.799373973	2
0.107386961	-0.732148734	2
-0.194152534	-0.67846624	2
-0.046343878	-0.747272641	2
0.052193397	-0.971856415	2
0.003799854	-0.975901557	2
0.096072463	-0.786999391	2
-0.054520333	-0.92597335	2
-0.023747051	-0.854295093	2
0.255596641	-0.848541449	2
0.125859475	-0.587084726	2
0.091301894	-0.521615646	2
0.388293625	-0.930323529	2
0.42527177	-1.109869953	2
0.286240985	-0.695529194	2
0.377980751	-1.121880855	2
0.691753575	-0.968211368	2
0.343037425	-0.817009796	2
0.452070296	-1.04520882	2
0.504993802	-0.684067906	2
0.459949063	-0.985659815	2
0.595953527	-0.817741214	2
0.462799556	-0.778593315	2
0.545543535	-1.123812314	2
0.680845347	-0.960675248	2
0.404330834	-0.962878119	2
0.765367867	-0.814905023	2
0.711438854	-0.80960699	2
0.580784628	-0.893535092	2
0.704935306	-0.777501034	2
0.679598611	-0.955546217	2
0.909886485	-0.77786676	2
0.941023811	-0.644626543	2
0.993062008	-0.574563119	2
0.938966643	-0.714780373	2
0.987436412	-0.489289719	2
1.120753687	-0.691052868	2
0.888948027	-0.526377254	2
1.157358841	-0.580124719	2
1.006565313	-0.601105984	2
1.144069406	-0.464387779	2
0.99353396	-0.503907504	2
0.961548206	-0.386983236	2
1.186848358	-0.265744923	2
1.106924071	-0.675739462	2
1.123756341	-0.22204623	2
1.207505815	-0.395356972	2
1.31656195	-0.349299084	2
1.006838661	-0.431754699	2
1.210269334	-0.370693193	2
0.999809892	-0.207742911	2
1.531405317	-0.32258991	2
1.198648255	-0.255205218	2
1.286439984	-0.179961203	2
