-2.845908655	-0.820224529	4.044597933	1
-1.650648592	-0.474575299	-0.840220923	1
0.402176948	1.47716304	-1.983851517	1
-0.309602108	0.965037748	-0.454072166	1
-0.968117296	-0.456552951	-4.42154952	1
-2.05236592	-0.135389533	3.144951392	1
-2.404260719	-1.324500952	2.207548303	1
-1.1403196	1.146571649	5.01940882	1
-0.843182277	1.396558127	-0.964900575	1
-2.4541613	1.656267625	-4.213888463	1
0.266294757	0.787708385	11.90691084	1
0.029793166	0.607352897	6.356480357	1
0.885984203	-0.393066111	2.014161831	1
-0.666279531	-1.78544757	7.895097469	1
-1.375520821	-1.016767083	8.030716378	1
-2.02254228	0.018955636	3.332032194	1
-1.022416276	0.077048349	0.980373985	1
0.786653302	0.344640871	1.0101404	1
-0.426023414	-0.232297955	2.386515842	1
0.419064097	0.160408173	0.950480613	1
-0.314226423	0.322860334	8.910088127	1
-0.192410163	1.976827414	8.329604217	1
-1.255305223	-0.921946985	8.138807814	1
-1.451386904	-2.472428547	4.495253505	1
-1.295725313	-1.145749096	-3.325693878	1
0.468168273	0.969565465	1.172641134	1
-0.93611741	1.404795807	-1.931103467	1
-1.979783215	-0.66129961	0.710663561	1
-1.282294611	0.752897858	-4.307107442	1
-1.360106299	0.768431924	5.22927205	1
-1.196011887	0.746582465	2.517226783	1
-0.787067881	-0.939558568	1.119580393	1
-1.088825396	0.258836921	-7.588339016	1
-0.660293501	0.249540728	-6.63844404	1
-2.473593879	0.481250233	-0.694602232	1
-2.490558263	1.643083446	-1.199814257	1
-0.770374884	0.41361782	8.358978582	1
-1.743407515	0.153334099	1.677587569	1
-1.309514797	0.948987347	10.63772929	1
-1.367111687	-0.097796415	2.65442572	1
-0.941069998	-2.319409896	-3.063760157	1
-1.772884886	-0.208709361	6.110787317	1
0.260923068	0.184967206	0.70131968	1
-1.812787305	0.44377662	0.672181666	1
-1.018479491	0.402881133	5.452403946	1
-2.637220528	-0.636904658	-1.698613867	1
-1.35735998	-0.806984107	4.544366697	1
-1.599502462	0.677296611	-3.311914546	1
-1.054397989	-1.303561206	1.624193176	1
-1.02411313	-1.375109313	1.385015537	1
