-0.151567478	-0.119951249	0.948493035	0.362411338	1.099128265	1
0.202005845	0.083492822	-0.148090231	0.35975687	0.578015113	1
-0.272029785	0.077495965	0.347858232	-1.020860341	-0.499195127	1
-0.112679744	-0.180884644	0.757368962	-0.935412332	-2.331521704	1
0.182213948	0.120825824	-0.567821936	0.69685375	-0.720364459	1
-0.161724764	-0.197132608	0.647921046	0.025061555	0.236484771	1
0.215763953	-0.085616912	0.119242572	-1.24770777	-0.589088859	1
-0.104558173	0.190612402	-0.570888873	0.153287863	0.27324386	1
0.15418582	-0.115574285	0.336842382	-0.920664286	0.763487228	1
0.102848018	0.206733735	0.242430393	0.756841484	0.131220726	1
-0.080228818	0.192990869	-0.482563127	1.280670877	1.878768226	1
0.167929064	0.104236893	-0.950133182	0.277782835	-0.177150956	1
0.110884082	-0.172661187	0.150048735	0.246793447	-0.850551261	1
0.147818804	-0.13144731	0.276213418	-0.089311742	-0.226179085	1
-0.014116112	-0.141905957	-1.048803148	0.171016856	-0.094094845	1
0.038694067	0.157597254	-0.318148922	0.271772531	0.739638042	1
0.178609993	0.053019707	-0.260463762	-0.096871146	-0.75671318	1
-0.186705403	-0.032861678	0.368879767	0.302277021	0.096635401	1
-0.148489676	-0.050060085	0.531437804	-0.012095474	0.624098055	1
0.011829214	-0.16430937	0.605773298	1.058302101	-0.056535447	1
0.01199021	0.195851998	-0.591988227	-0.970941825	-0.265940155	1
-0.240049904	-0.069772362	0.294329514	0.182115834	-0.933322135	1
0.097948414	0.162192559	0.910926934	-1.375327438	0.218327146	1
0.161798328	0.076079635	1.577346203	0.018789113	0.795108012	1
-0.072387327	-0.170878611	0.116422329	-0.425413992	-0.250566249	1
-0.08335786	-0.165111164	-0.278406895	0.800667621	-1.038211559	1
0.084009267	-0.257393877	-0.635568	0.496015213	0.365131839	1
-0.123299518	-0.188122674	0.425989044	-0.749647267	0.035431391	1
-0.171696722	0.235126881	-1.059145817	-0.243282554	0.800204869	1
0.117819231	0.205706241	0.108937142	-0.587335873	-0.06272019	1
0.188354283	0.148882095	-0.200756935	-0.516173853	0.836089028	1
-0.178348838	0.060255958	0.184633666	-1.061572986	0.972781054	1
-0.093071275	-0.187186011	-0.420662214	-0.123116849	-0.102227065	1
0.138003411	0.109785016	-0.932290889	0.627529799	1.226310867	1
-0.151413622	-0.130073403	-0.443895748	0.792834077	0.330184346	1
0.079567008	0.137294743	-0.375863163	0.405533691	-1.034895042	1
-0.243226774	0.033560934	-0.257563897	-0.199422369	-0.873380153	1
-0.227879041	0.006565087	0.039021756	-0.180339107	-0.747311454	1
0.211809066	-0.020779516	-0.403172884	-0.705004733	0.411162417	1
-0.057435986	-0.133407991	0.704487407	0.484404151	0.762908361	1
-0.10763768	0.139700413	0.756034771	-0.679422679	-0.724821169	1
