0	0.27203	1.0082	-0.082102	1	-63.5	2.4252	924.25	1
0.5	0.27203	1.0082	-0.082102	1	-63	4.7369	921.75	1
1.5	0.44791	0.91636	-0.013684	1	-63.5	3.0311	923.75	1
1.75	0.44791	0.91636	-0.013684	1	-63	2.0371	921.25	1
2.5	0.34238	0.96229	-0.059296	1	-63.5	5.892	920.25	1
3.25	0.34238	0.96229	-0.059296	4	-56.5	1.2563	924.75	1
4	0.30721	0.99674	-0.070699	1	-63.5	3.8718	922.75	1
5	0.27203	0.99674	-0.093505	1	-64	2.4943	924.25	1
5.5	0.23685	1.0312	-0.12771	1	-64.5	2.008	924.75	1
6	0.23685	1.0312	-0.12771	1	-66	1.1904	925.75	1
6.5	0.23685	1.0312	-0.12771	1	-63	0.61206	922.75	1
6.75	0.23685	1.0312	-0.12771	1	-65	1.6506	925.25	1
7.75	0.31893	0.99674	-0.070699	1	-62	4.8075	921.75	1
8	0.31893	0.99674	-0.070699	4	-56.5	4.5252	924.75	1
9	0.47136	0.92784	-0.0022806	1	-62.5	3.8135	922.75	1
9.75	0.40101	0.93932	-0.025087	1	-64	2.413	924.25	1
10	0.40101	0.93932	-0.025087	1	-62.5	1.5309	921.75	1
10.5	0.40101	0.93932	-0.025087	1	-64.5	5.2247	924.75	1
10.75	0.40101	0.93932	-0.025087	4	-58	0.50468	925.75	1
12	0.30721	0.99674	-0.070699	1	-64	2.462	924.25	1
12.5	0.30721	0.99674	-0.070699	1	-63	5.9089	920.25	1
13	0.30721	0.99674	-0.070699	1	-64	1.9926	924.75	1
14	0.41273	0.93932	-0.0022806	1	-62	1.9221	921.25	1
15.25	0.27203	1.0082	-0.10491	4	-57	1.3714	924.75	1
15.5	0.27203	1.0082	-0.10491	1	-62	1.0845	922.25	1
16.5	0.24858	1.0312	-0.093505	1	-65	4.5697	925.25	1
17.5	0.2603	1.0197	-0.10491	1	-62.5	1.5064	921.75	1
18.5	0.31893	0.99674	-0.070699	1	-64	5.9963	923.75	1
18.75	0.31893	0.99674	-0.070699	1	-62	1.9205	921.25	1
19.25	0.31893	0.99674	-0.070699	1	-62.5	2.2764	920.75	1
20	0.43619	0.91636	0.0091224	1	-63	6.2663	923.25	1
21	0.47136	0.92784	0.020525	1	-64	2.8532	923.75	1
22.75	0.2134	1.0312	-0.12771	1	-64.5	4.9087	924.75	1
23	0.2134	1.0312	-0.12771	4	-57.5	0.54763	925.75	1
23.25	0.2134	1.0312	-0.12771	1	-63.5	5.7724	923.75	1
24.5	0.23685	1.0197	-0.10491	1	-62.5	5.6635	920.25	1
26.25	0.23685	1.0197	-0.10491	1	-62	4.8934	921.25	1
27.75	0.20168	1.0312	-0.11631	1	-62.5	0.84522	922.25	1
28.5	0.50654	0.91636	0.020525	1	-62.5	1.7518	921.25	1
29	0.50654	0.91636	0.020525	1	-62	5.3214	920.75	1
29.5	0.50654	0.91636	0.020525	1	-62.5	2.5541	920.25	1
29.75	0.50654	0.91636	0.020525	1	-63	6.2341	923.25	1
30.5	0.42446	0.91636	-0.0022806	1	-59.5	0.20555	923.75	1
30.75	0.42446	0.91636	-0.0022806	1	-58.5	1.2809	922.75	1
31.75	0.24858	1.0082	-0.16192	1	-59.5	6.2004	920.25	1
32.5	0.34238	0.97377	-0.047893	1	-59.5	1.3867	922.25	1
33	0.34238	0.97377	-0.047893	1	-61.5	6.2387	923.75	1
33.5	0.30721	0.97377	-0.03649	1	-63	1.7671	925.25	1
34	0.15478	1.0197	-0.13912	1	-61.5	2.6323	924.25	1
34.5	0.15478	1.0197	-0.13912	1	-60	1.8024	921.75	1
35.5	0.56517	0.87042	0.11175	4	-57	4.5636	923.75	1
35.6	0.56517	0.87042	0.11175	3	-57	6.0377	922.75	1
35.75	0.56517	0.87042	0.11175	1	-65.5	4.5437	922.75	1
36.25	0.56517	0.87042	0.11175	4	-60	4.5789	920.75	1
37	0.56517	0.87042	0.11175	1	-58.5	1.985	921.75	1
37.75	1.0694	0.29627	-0.013684	4	-67	1.0324	925.75	3
38	1.0694	0.29627	-0.013684	3	-50	5.0928	923.75	3
38.1	1.0694	0.29627	-0.013684	4	-67	5.7984	923.75	3
38.5	0.82312	-0.071196	-0.10491	3	-53	0.47707	925.25	3
38.75	1.0576	-0.28938	-0.03649	3	-50.5	0.046019	920.75	3
38.85	1.0576	-0.28938	-0.03649	3	-52	0.9434	924.25	3
39.25	1.1632	-0.27789	-0.059296	3	-50.5	5.6159	921.75	3
39.35	1.1632	-0.27789	-0.059296	4	-64.5	1.6858	921.75	3
39.75	0.9052	-0.20899	-0.15052	4	-67.5	4.5989	924.75	3
40.25	1.1397	-0.27789	-0.070699	3	-51.5	1.0907	923.75	3
40.5	0.92865	-0.19751	-0.16192	4	-65.5	0.37583	922.75	3
41.5	0.91693	-0.19751	-0.16192	3	-50	0.13652	920.25	3
41.6	0.91693	-0.19751	-0.16192	4	-66.5	6.0822	920.25	3
42	1.3156	-0.34679	-0.013684	3	-51	4.4915	923.25	3
42.25	0.9052	-0.19751	-0.16192	4	-68	1.2947	924.75	3
42.5	0.9052	-0.19751	-0.16192	4	-65.5	0.80687	922.25	3
43	1.2452	-0.34679	-0.025087	3	-50.5	4.7615	922.75	3
43.1	1.2452	-0.34679	-0.025087	3	-50.5	4.7691	922.75	3
43.25	0.87003	-0.19751	-0.17333	3	-50.5	5.7264	921.25	3
43.35	0.87003	-0.19751	-0.17333	4	-65.5	1.8929	921.25	3
43.5	0.9521	-0.18603	-0.15052	3	-50.5	6.0776	920.75	3
44	0.87003	-0.20899	-0.17333	3	-50.5	0.1534	920.25	3
44.1	0.87003	-0.20899	-0.17333	4	-67.5	6.0868	920.25	3
44.25	0.87003	-0.20899	-0.17333	4	-66	1.4021	921.75	3
44.5	0.89348	-0.19751	-0.16192	4	-69	4.513	924.75	3
44.75	0.89348	-0.19751	-0.16192	3	-50.5	5.0468	922.25	3
45.75	1.0342	-0.20899	-0.12771	3	-50	5.7417	921.25	3
45.85	1.0342	-0.20899	-0.12771	4	-66	1.8623	921.25	3
46	1.0342	-0.20899	-0.12771	3	-50	6.0945	920.75	3
46.25	1.3156	-0.36976	-0.013684	4	-67.5	4.941	924.25	3
46.5	0.92865	-0.18603	-0.15052	3	-50	5.3996	921.75	3
46.575	0.92865	-0.18603	-0.15052	4	-66	1.3514	921.75	3
47.25	1.0342	-0.23196	-0.11631	4	-66	0.84676	922.25	3
47.5	1.0342	-0.23196	-0.11631	3	-51.5	1.0124	923.75	3
47.575	1.0342	-0.23196	-0.11631	4	-67	5.4809	923.75	3
48	0.9052	-0.19751	-0.17333	4	-66.5	0.23163	922.75	3
48.5	1.1514	-0.30086	-0.047893	3	-50.5	6.0669	920.75	3
48.75	0.9052	-0.17454	-0.17333	3	-52.5	0.75012	924.25	3
49	1.3039	-0.33531	-0.0022806	4	-66.5	6.0163	920.25	3
49.1	1.3039	-0.33531	-0.0022806	4	-65.5	1.3039	921.75	3
50	0.94038	-0.18603	-0.16192	4	-66.5	5.3321	923.75	3
50.5	0.92865	-0.19751	-0.15052	4	-65.5	1.8623	921.25	3
50.75	0.92865	-0.19751	-0.15052	3	-50.5	6.0638	920.75	3
50.825	0.92865	-0.19751	-0.15052	4	-66	5.4272	920.75	3
51.75	1.1866	-0.30086	-0.03649	4	-66	5.8951	923.25	3
52	1.1866	-0.30086	-0.03649	4	-68	4.3918	924.75	3
52.75	0.94038	-0.17454	-0.15052	4	-65.5	0.21783	922.75	3
52.85	0.94038	-0.17454	-0.15052	3	-50.5	5.6987	921.25	3
53.5	1.0342	-0.20899	-0.11631	3	-50.5	6.0562	920.75	3
53.6	1.0342	-0.20899	-0.11631	4	-67.5	4.8689	924.25	3
53.75	1.0342	-0.20899	-0.11631	4	-66.5	5.9933	920.25	3
53.825	1.0342	-0.20899	-0.11631	4	-65.5	1.2947	921.75	3
54	0.88175	-0.17454	-0.16192	4	-66.5	5.8874	923.25	3
54.25	0.88175	-0.17454	-0.16192	4	-68.5	4.3519	924.75	3
54.5	0.88175	-0.17454	-0.16192	3	-50.5	5.01	922.25	3
55	1.1983	-0.28938	-0.03649	4	-66.5	5.3337	923.75	3
55.25	1.1983	-0.28938	-0.03649	3	-50	5.7202	921.25	3
55.325	0.99901	-0.17454	-0.13912	3	-50	5.7171	921.25	3
55.5	0.99901	-0.17454	-0.13912	4	-65.5	1.7794	921.25	3
56	1.1045	-0.24344	-0.070699	4	-67.5	4.8428	924.25	3
56.25	0.9521	-0.17454	-0.15052	3	-50	5.3643	921.75	3
56.5	0.9521	-0.17454	-0.15052	4	-65.5	1.2824	921.75	3
57.25	1.1632	-0.27789	-0.059296	3	-51.5	4.1233	923.75	3
57.35	1.1632	-0.27789	-0.059296	4	-66.5	5.3444	923.75	3
57.5	1.1632	-0.27789	-0.059296	3	-50.5	4.7063	922.75	3
58.5	1.0811	-0.23196	-0.10491	4	-67.5	4.7968	924.25	3
58.75	0.96383	-0.17454	-0.16192	3	-50	5.3827	921.75	3
58.825	0.96383	-0.17454	-0.16192	4	-65.5	4.3964	921.75	3
59.25	0.88175	-0.17454	-0.17333	4	-68.5	4.3565	924.75	3
60.25	0.88175	-0.17454	-0.16192	3	-50	5.6788	921.25	3
60.5	1.0459	-0.20899	-0.11631	4	-69	3.8748	925.25	3
61.75	1.1983	-0.28938	-0.047893	4	-65.5	0.7992	922.25	3
62.25	0.94038	-0.17454	-0.15052	3	-50.5	4.7461	922.75	3
62.5	0.89348	-0.18603	-0.16192	3	-50	5.7125	921.25	3
62.6	0.89348	-0.18603	-0.16192	4	-65.5	1.8546	921.25	3
62.75	0.89348	-0.18603	-0.16192	4	-69.5	3.8856	925.25	3
63	0.8583	-0.18603	-0.16192	4	-65.5	5.4963	920.75	3
63.75	0.9052	-0.16306	-0.16192	3	-50	5.3597	921.75	3
63.825	0.96383	-0.16306	-0.15052	4	-66	5.8982	923.25	3
64	0.96383	-0.16306	-0.15052	4	-68	4.3381	924.75	3
64.25	0.96383	-0.16306	-0.15052	3	-50.5	5.0207	922.25	3
64.75	0.92865	-0.16306	-0.15052	3	-51.5	4.154	923.75	3
64.875	0.92865	-0.17454	-0.16192	3	-50.5	4.7385	922.75	3
65	0.92865	-0.17454	-0.16192	3	-50.5	4.7308	922.75	3
65.1	1.2101	-0.28938	-0.03649	3	-50	5.6849	921.25	3
65.25	1.2101	-0.28938	-0.03649	4	-65	1.8423	921.25	3
65.5	1.2101	-0.28938	-0.03649	3	-50	6.0408	920.75	3
65.6	0.89348	-0.17454	-0.17333	3	-50	6.0608	920.75	3
65.65	0.89348	-0.17454	-0.17333	4	-67.5	1.7441	924.25	3
65.75	0.89348	-0.17454	-0.17333	4	-66	6.0316	920.25	3
66.5	0.9052	-0.17454	-0.16192	4	-68	4.3442	924.75	3
66.75	0.9052	-0.17454	-0.16192	3	-50.5	5.01	922.25	3
67.5	0.91693	-0.18603	-0.17333	3	-50	5.7003	921.25	3
67.6	0.91693	-0.18603	-0.17333	4	-65	1.8392	921.25	3
67.75	0.91693	-0.18603	-0.17333	3	-50.5	6.0485	920.75	3
68	0.89348	-0.17454	-0.16192	4	-65.5	5.5162	920.75	3
68.525	0.91693	-0.17454	-0.15052	3	-50	0.12732	920.25	3
68.6	0.88175	-0.17454	-0.16192	3	-50	5.3567	921.75	3
68.65	0.88175	-0.17454	-0.16192	4	-65	1.3622	921.75	3
69	1.0107	-0.19751	-0.11631	4	-67.5	4.4363	924.75	3
69.25	1.0107	-0.19751	-0.11631	4	-65.5	0.80994	922.25	3
70	0.91693	-0.17454	-0.17333	3	-50	5.7141	921.25	3
70.1	0.91693	-0.17454	-0.17333	4	-70	3.8902	925.25	3
71.625	0.88175	-0.15158	-0.16192	3	-50	6.0638	920.75	3
71.725	0.88175	-0.15158	-0.16192	4	-67	1.7242	924.25	3
71.775	0.88175	-0.15158	-0.16192	4	-66	6.0454	920.25	3
71.825	1.128	-0.24344	-0.070699	3	-50	5.3674	921.75	3
71.85	1.128	-0.24344	-0.070699	3	-51	4.4424	923.25	3
72.25	0.9052	-0.17454	-0.16192	4	-66	0.23163	922.75	3
72.5	0.9052	-0.17454	-0.16192	3	-50	5.7125	921.25	3
72.6	0.9052	-0.17454	-0.16192	4	-65.5	1.8684	921.25	3
73.5	0.88175	-0.17454	-0.16192	4	-65.5	4.3995	921.75	3
73.75	0.88175	-0.17454	-0.16192	4	-66.5	5.892	923.25	3
74	0.88175	-0.17454	-0.16192	3	-49	5.9089	922.25	3
74.075	0.94038	0.1355	-0.32157	3	-49.5	0.26538	922.25	3
74.125	0.94038	0.1355	-0.32157	3	-49.5	0.42338	922.25	3
74.25	0.94038	0.1355	-0.32157	3	-57	6.251	925.75	3
76	0.7176	0.89339	0.043332	1	-59	5.734	923.25	1
76.5	0.7176	0.89339	0.043332	1	-63	4.605	922.25	1
77.25	0.7176	0.89339	0.043332	4	-57	0.48627	921.25	1
77.5	0.7176	0.89339	0.043332	4	-58	0.25924	925.25	1
77.75	0.7176	0.89339	0.043332	4	-57.5	0.10431	924.25	1
78	0.7176	0.89339	0.043332	1	-61.5	4.3228	920.25	1
79	0.42446	0.96229	-0.082102	1	-61.5	2.3378	922.25	1
80	0.23685	1.0082	-0.12771	1	-62	0.88204	920.75	1
80.75	0.23685	1.0082	-0.12771	1	-62.5	6.1911	921.75	1
81	0.23685	1.0082	-0.12771	4	-57	4.7262	924.75	1
81.5	0.23685	1.0082	-0.12771	1	-66.5	5.2447	925.75	1
82.25	0.29548	0.99674	-0.082102	4	-57.5	1.0385	925.25	1
82.75	0.29548	0.99674	-0.082102	1	-64	0.32674	924.25	1
83.25	0.29548	0.99674	-0.082102	1	-62.5	1.3744	923.25	1
84.5	0.33066	0.99674	-0.070699	4	-56	4.9425	921.25	1
84.75	0.33066	0.99674	-0.070699	1	-66	5.6389	925.25	1
85.25	0.33066	0.99674	-0.070699	4	-57	5.8997	920.25	1
86.5	0.55344	0.89339	0.0091224	4	-57	5.4533	923.75	1
87	0.55344	0.89339	0.0091224	4	-56	4.8811	921.25	1
87.75	0.37756	0.97377	-0.059296	4	-57	5.892	920.25	1
88.25	0.37756	0.97377	-0.059296	1	-63	1.3238	923.25	1
88.75	0.37756	0.97377	-0.059296	4	-58.5	0.46173	925.75	1
89.75	0.31893	0.97377	-0.082102	4	-57.5	0.90812	925.25	1
90	0.31893	0.97377	-0.082102	4	-57	1.85	924.25	1
90.25	0.31893	0.97377	-0.082102	1	-63	1.0922	920.25	1
90.75	0.31893	0.97377	-0.082102	1	-65	6.1175	924.75	1
92	0.30721	0.99674	-0.070699	4	-56.5	4.7799	921.25	1
92.5	0.30721	0.99674	-0.070699	4	-57.5	1.7518	924.25	1
52	1.1866	-0.30086	-0.03649	4	-68	4.3918	924.75	3
52.75	0.94038	-0.17454	-0.15052	4	-65.5	0.21783	922.75	3
52.85	0.94038	-0.17454	-0.15052	3	-50.5	5.6987	921.25	3
53.5	1.0342	-0.20899	-0.11631	3	-50.5	6.0562	920.75	3
53.6	1.0342	-0.20899	-0.11631	4	-67.5	4.8689	924.25	3
53.75	1.0342	-0.20899	-0.11631	4	-66.5	5.9933	920.25	3
53.825	1.0342	-0.20899	-0.11631	4	-65.5	1.2947	921.75	3
54	0.88175	-0.17454	-0.16192	4	-66.5	5.8874	923.25	3
54.25	0.88175	-0.17454	-0.16192	4	-68.5	4.3519	924.75	3
54.5	0.88175	-0.17454	-0.16192	3	-50.5	5.01	922.25	3
55	1.1983	-0.28938	-0.03649	4	-66.5	5.3337	923.75	3
55.25	1.1983	-0.28938	-0.03649	3	-50	5.7202	921.25	3
55.325	0.99901	-0.17454	-0.13912	3	-50	5.7171	921.25	3
55.5	0.99901	-0.17454	-0.13912	4	-65.5	1.7794	921.25	3
56	1.1045	-0.24344	-0.070699	4	-67.5	4.8428	924.25	3
56.25	0.9521	-0.17454	-0.15052	3	-50	5.3643	921.75	3
56.5	0.9521	-0.17454	-0.15052	4	-65.5	1.2824	921.75	3
57.25	1.1632	-0.27789	-0.059296	3	-51.5	4.1233	923.75	3
57.35	1.1632	-0.27789	-0.059296	4	-66.5	5.3444	923.75	3
57.5	1.1632	-0.27789	-0.059296	3	-50.5	4.7063	922.75	3
58.5	1.0811	-0.23196	-0.10491	4	-67.5	4.7968	924.25	3
58.75	0.96383	-0.17454	-0.16192	3	-50	5.3827	921.75	3
58.825	0.96383	-0.17454	-0.16192	4	-65.5	4.3964	921.75	3
59.25	0.88175	-0.17454	-0.17333	4	-68.5	4.3565	924.75	3
60.25	0.88175	-0.17454	-0.16192	3	-50	5.6788	921.25	3
60.5	1.0459	-0.20899	-0.11631	4	-69	3.8748	925.25	3
61.75	1.1983	-0.28938	-0.047893	4	-65.5	0.7992	922.25	3
62.25	0.94038	-0.17454	-0.15052	3	-50.5	4.7461	922.75	3
62.5	0.89348	-0.18603	-0.16192	3	-50	5.7125	921.25	3
62.6	0.89348	-0.18603	-0.16192	4	-65.5	1.8546	921.25	3
62.75	0.89348	-0.18603	-0.16192	4	-69.5	3.8856	925.25	3
63	0.8583	-0.18603	-0.16192	4	-65.5	5.4963	920.75	3
63.75	0.9052	-0.16306	-0.16192	3	-50	5.3597	921.75	3
63.825	0.96383	-0.16306	-0.15052	4	-66	5.8982	923.25	3
64	0.96383	-0.16306	-0.15052	4	-68	4.3381	924.75	3
64.25	0.96383	-0.16306	-0.15052	3	-50.5	5.0207	922.25	3
64.75	0.92865	-0.16306	-0.15052	3	-51.5	4.154	923.75	3
64.875	0.92865	-0.17454	-0.16192	3	-50.5	4.7385	922.75	3
65	0.92865	-0.17454	-0.16192	3	-50.5	4.7308	922.75	3
65.1	1.2101	-0.28938	-0.03649	3	-50	5.6849	921.25	3
65.25	1.2101	-0.28938	-0.03649	4	-65	1.8423	921.25	3
65.5	1.2101	-0.28938	-0.03649	3	-50	6.0408	920.75	3
65.6	0.89348	-0.17454	-0.17333	3	-50	6.0608	920.75	3
65.65	0.89348	-0.17454	-0.17333	4	-67.5	1.7441	924.25	3
65.75	0.89348	-0.17454	-0.17333	4	-66	6.0316	920.25	3
66.5	0.9052	-0.17454	-0.16192	4	-68	4.3442	924.75	3
66.75	0.9052	-0.17454	-0.16192	3	-50.5	5.01	922.25	3
67.5	0.91693	-0.18603	-0.17333	3	-50	5.7003	921.25	3
67.6	0.91693	-0.18603	-0.17333	4	-65	1.8392	921.25	3
67.75	0.91693	-0.18603	-0.17333	3	-50.5	6.0485	920.75	3
68	0.89348	-0.17454	-0.16192	4	-65.5	5.5162	920.75	3
68.525	0.91693	-0.17454	-0.15052	3	-50	0.12732	920.25	3
68.6	0.88175	-0.17454	-0.16192	3	-50	5.3567	921.75	3
68.65	0.88175	-0.17454	-0.16192	4	-65	1.3622	921.75	3
69	1.0107	-0.19751	-0.11631	4	-67.5	4.4363	924.75	3
69.25	1.0107	-0.19751	-0.11631	4	-65.5	0.80994	922.25	3
70	0.91693	-0.17454	-0.17333	3	-50	5.7141	921.25	3
70.1	0.91693	-0.17454	-0.17333	4	-70	3.8902	925.25	3
71.625	0.88175	-0.15158	-0.16192	3	-50	6.0638	920.75	3
71.725	0.88175	-0.15158	-0.16192	4	-67	1.7242	924.25	3
71.775	0.88175	-0.15158	-0.16192	4	-66	6.0454	920.25	3
71.825	1.128	-0.24344	-0.070699	3	-50	5.3674	921.75	3
71.85	1.128	-0.24344	-0.070699	3	-51	4.4424	923.25	3
72.25	0.9052	-0.17454	-0.16192	4	-66	0.23163	922.75	3
72.5	0.9052	-0.17454	-0.16192	3	-50	5.7125	921.25	3
72.6	0.9052	-0.17454	-0.16192	4	-65.5	1.8684	921.25	3
73.5	0.88175	-0.17454	-0.16192	4	-65.5	4.3995	921.75	3
73.75	0.88175	-0.17454	-0.16192	4	-66.5	5.892	923.25	3
74	0.88175	-0.17454	-0.16192	3	-49	5.9089	922.25	3
74.075	0.94038	0.1355	-0.32157	3	-49.5	0.26538	922.25	3
74.125	0.94038	0.1355	-0.32157	3	-49.5	0.42338	922.25	3
74.25	0.94038	0.1355	-0.32157	3	-57	6.251	925.75	3
76	0.7176	0.89339	0.043332	1	-59	5.734	923.25	1
76.5	0.7176	0.89339	0.043332	1	-63	4.605	922.25	1
77.25	0.7176	0.89339	0.043332	4	-57	0.48627	921.25	1
77.5	0.7176	0.89339	0.043332	4	-58	0.25924	925.25	1
77.75	0.7176	0.89339	0.043332	4	-57.5	0.10431	924.25	1
78	0.7176	0.89339	0.043332	1	-61.5	4.3228	920.25	1
79	0.42446	0.96229	-0.082102	1	-61.5	2.3378	922.25	1
80	0.23685	1.0082	-0.12771	1	-62	0.88204	920.75	1
80.75	0.23685	1.0082	-0.12771	1	-62.5	6.1911	921.75	1
81	0.23685	1.0082	-0.12771	4	-57	4.7262	924.75	1
81.5	0.23685	1.0082	-0.12771	1	-66.5	5.2447	925.75	1
82.25	0.29548	0.99674	-0.082102	4	-57.5	1.0385	925.25	1
82.75	0.29548	0.99674	-0.082102	1	-64	0.32674	924.25	1
83.25	0.29548	0.99674	-0.082102	1	-62.5	1.3744	923.25	1
84.5	0.33066	0.99674	-0.070699	4	-56	4.9425	921.25	1
84.75	0.33066	0.99674	-0.070699	1	-66	5.6389	925.25	1
85.25	0.33066	0.99674	-0.070699	4	-57	5.8997	920.25	1
86.5	0.55344	0.89339	0.0091224	4	-57	5.4533	923.75	1
87	0.55344	0.89339	0.0091224	4	-56	4.8811	921.25	1
87.75	0.37756	0.97377	-0.059296	4	-57	5.892	920.25	1
88.25	0.37756	0.97377	-0.059296	1	-63	1.3238	923.25	1
88.75	0.37756	0.97377	-0.059296	4	-58.5	0.46173	925.75	1
89.75	0.31893	0.97377	-0.082102	4	-57.5	0.90812	925.25	1
90	0.31893	0.97377	-0.082102	4	-57	1.85	924.25	1
90.25	0.31893	0.97377	-0.082102	1	-63	1.0922	920.25	1
90.75	0.31893	0.97377	-0.082102	1	-65	6.1175	924.75	1
92	0.30721	0.99674	-0.070699	4	-56.5	4.7799	921.25	1
92.5	0.30721	0.99674	-0.070699	4	-57.5	1.7518	924.25	1
52	1.1866	-0.30086	-0.03649	4	-68	4.3918	924.75	3
52.75	0.94038	-0.17454	-0.15052	4	-65.5	0.21783	922.75	3
52.85	0.94038	-0.17454	-0.15052	3	-50.5	5.6987	921.25	3
53.5	1.0342	-0.20899	-0.11631	3	-50.5	6.0562	920.75	3
53.6	1.0342	-0.20899	-0.11631	4	-67.5	4.8689	924.25	3
53.75	1.0342	-0.20899	-0.11631	4	-66.5	5.9933	920.25	3
53.825	1.0342	-0.20899	-0.11631	4	-65.5	1.2947	921.75	3
54	0.88175	-0.17454	-0.16192	4	-66.5	5.8874	923.25	3
54.25	0.88175	-0.17454	-0.16192	4	-68.5	4.3519	924.75	3
54.5	0.88175	-0.17454	-0.16192	3	-50.5	5.01	922.25	3
55	1.1983	-0.28938	-0.03649	4	-66.5	5.3337	923.75	3
55.25	1.1983	-0.28938	-0.03649	3	-50	5.7202	921.25	3
55.325	0.99901	-0.17454	-0.13912	3	-50	5.7171	921.25	3
55.5	0.99901	-0.17454	-0.13912	4	-65.5	1.7794	921.25	3
56	1.1045	-0.24344	-0.070699	4	-67.5	4.8428	924.25	3
56.25	0.9521	-0.17454	-0.15052	3	-50	5.3643	921.75	3
56.5	0.9521	-0.17454	-0.15052	4	-65.5	1.2824	921.75	3
57.25	1.1632	-0.27789	-0.059296	3	-51.5	4.1233	923.75	3
57.35	1.1632	-0.27789	-0.059296	4	-66.5	5.3444	923.75	3
57.5	1.1632	-0.27789	-0.059296	3	-50.5	4.7063	922.75	3
58.5	1.0811	-0.23196	-0.10491	4	-67.5	4.7968	924.25	3
58.75	0.96383	-0.17454	-0.16192	3	-50	5.3827	921.75	3
58.825	0.96383	-0.17454	-0.16192	4	-65.5	4.3964	921.75	3
59.25	0.88175	-0.17454	-0.17333	4	-68.5	4.3565	924.75	3
60.25	0.88175	-0.17454	-0.16192	3	-50	5.6788	921.25	3
60.5	1.0459	-0.20899	-0.11631	4	-69	3.8748	925.25	3
61.75	1.1983	-0.28938	-0.047893	4	-65.5	0.7992	922.25	3
62.25	0.94038	-0.17454	-0.15052	3	-50.5	4.7461	922.75	3
62.5	0.89348	-0.18603	-0.16192	3	-50	5.7125	921.25	3
62.6	0.89348	-0.18603	-0.16192	4	-65.5	1.8546	921.25	3
62.75	0.89348	-0.18603	-0.16192	4	-69.5	3.8856	925.25	3
63	0.8583	-0.18603	-0.16192	4	-65.5	5.4963	920.75	3
63.75	0.9052	-0.16306	-0.16192	3	-50	5.3597	921.75	3
63.825	0.96383	-0.16306	-0.15052	4	-66	5.8982	923.25	3
64	0.96383	-0.16306	-0.15052	4	-68	4.3381	924.75	3
64.25	0.96383	-0.16306	-0.15052	3	-50.5	5.0207	922.25	3
64.75	0.92865	-0.16306	-0.15052	3	-51.5	4.154	923.75	3
64.875	0.92865	-0.17454	-0.16192	3	-50.5	4.7385	922.75	3
65	0.92865	-0.17454	-0.16192	3	-50.5	4.7308	922.75	3
65.1	1.2101	-0.28938	-0.03649	3	-50	5.6849	921.25	3
65.25	1.2101	-0.28938	-0.03649	4	-65	1.8423	921.25	3
65.5	1.2101	-0.28938	-0.03649	3	-50	6.0408	920.75	3
65.6	0.89348	-0.17454	-0.17333	3	-50	6.0608	920.75	3
65.65	0.89348	-0.17454	-0.17333	4	-67.5	1.7441	924.25	3
65.75	0.89348	-0.17454	-0.17333	4	-66	6.0316	920.25	3
66.5	0.9052	-0.17454	-0.16192	4	-68	4.3442	924.75	3
66.75	0.9052	-0.17454	-0.16192	3	-50.5	5.01	922.25	3
67.5	0.91693	-0.18603	-0.17333	3	-50	5.7003	921.25	3
67.6	0.91693	-0.18603	-0.17333	4	-65	1.8392	921.25	3
67.75	0.91693	-0.18603	-0.17333	3	-50.5	6.0485	920.75	3
68	0.89348	-0.17454	-0.16192	4	-65.5	5.5162	920.75	3
68.525	0.91693	-0.17454	-0.15052	3	-50	0.12732	920.25	3
