1.160605052	-0.475835389	0.059148477	-0.27615902	0.801761937	-0.457036321	0.720229657	0.220484073	0.316575463	0.456539571	0.206638193	-0.452191249	-0.06922993	-0.101422547	-0.225227223	-0.476551446	-0.131583399	0.081250737	0.052046224	0.271088201	-0.270809179	0.091262935	0.020764758	-0.049036261	0.170963418	0.51895709	-0.01928267	0.018304103	0.090733202	0.028115941	-0.036205286	-0.210205835	0.038762333	-0.209421605	-0.069792654	-0.129578038	0.050460187	-0.089933721	0.008758876	-0.129213568	0.215057733	0.014661204	-0.033932842	0.121267432	-0.010662013	0.186625735	0.225599574	0.080312446	0.122277145	-0.038066527	2		
0.489704922	0.049983391	0.191932758	0.074252641	-1.302396164	-0.222937842	0.024490095	0.447522608	0.541917587	-0.089255372	0.06030585	-0.361055685	-0.28037915	-0.322149742	0.056119818	0.550701017	-0.011253105	0.075828153	0.251655886	-0.173757942	-0.042879817	0.542834114	-0.32225097	0.277923558	0.339609237	0.144441096	-0.079507869	-0.124870479	0.140771864	0.003214462	0.240140408	0.328976578	-0.286658787	-0.042485001	-0.15608271	-0.183363275	0.214244887	-0.071249655	0.19186767	-0.139138198	0.142784035	-0.332628564	-0.091771113	-0.026285206	-0.001236492	0.444855718	-0.12813701	0.060990411	-0.241583987	0.084088759	2		
-0.984989642	-0.377809452	-0.310671664	0.277505724	-0.035063129	0.15006913	0.74272312	0.266586952	0.591099171	-0.24837525	0.376024685	0.410659555	0.258804483	0.089775343	-0.623945211	0.10474168	0.240016427	0.085866444	0.05686551	-0.497420706	0.053568095	-0.076948071	-0.078867983	0.156698736	-0.209604625	-0.137794838	0.025902432	-0.06321564	0.058876467	-0.338765295	-0.133342994	0.10970295	0.30865827	0.098000927	0.199802492	0.156428626	0.009863603	0.010032656	0.056590394	-0.29603963	-0.00590295	-0.22990131	-0.028081483	-0.063781127	-0.065563874	-0.049327785	0.019814634	0.029827573	0.129886883	-0.104953205	1		
-0.444472792	-0.762182488	-0.566123401	-0.263295942	-0.121972472	-0.347152825	0.143243145	-0.238999836	0.035640002	-0.154769586	0.263318772	-0.218308702	0.563901058	0.291918799	0.122275496	0.0290158	0.205717328	0.033302334	-0.011101651	0.038277976	-0.353078973	-0.289071793	-0.425403974	-0.112433031	-0.049412441	-0.007136241	-0.102345021	-0.149453292	-0.122293085	0.206595435	-0.190746038	0.04407816	-0.506203904	0.058689457	0.063134888	0.101951315	0.174817606	0.075766596	-0.297782466	-0.054436024	-0.014017535	0.101671094	-0.006838553	0.004029266	0.088068747	0.030626053	0.159156895	0.052249343	0.022971254	0.071292888	1		
0.276981763	0.181407122	-0.05531043	-0.234380948	0.074974608	0.101604968	0.306135519	-0.301281712	0.169184757	-0.139189035	0.061314487	0.465591308	-0.287759407	0.357236666	0.467725064	0.194027282	0.061555696	0.113290103	0.083733578	-0.121906796	-0.170896217	0.097480397	-0.018628127	-0.16535874	0.022876524	-0.211823472	-0.09042956	-0.010457332	-0.06517327	-0.002557199	0.002374343	-0.033557981	0.069677091	-0.079326491	0.06256296	0.138204878	-0.205247579	-0.129146881	-0.020765656	0.215512901	0.068116658	0.148136985	-0.101398831	-0.032927249	-0.075294521	0.011159581	-0.17525277	-0.006945109	0.045246508	-0.045353385	2		
0.629977055	-0.539404982	0.124674455	-0.356594163	0.069786113	0.155892896	0.166856386	-0.157531041	0.364442563	0.421614125	0.139875837	-0.083387246	-0.043134041	0.196896736	0.231631839	-0.129503614	-0.102715369	-0.252963938	0.170339	0.100252492	-0.032204486	-0.246153168	-0.040554357	0.016135435	-0.196319815	0.127063357	0.259795146	-0.039117187	-0.300398873	-0.264769603	-0.045504217	-0.187355221	-0.142440197	0.029803796	0.024019212	-0.260589401	0.025454286	0.154721033	-0.033669928	-0.169378725	-0.112783024	-0.105169667	0.062378514	0.007473812	-0.076983506	-0.118832773	0.078835004	0.033571248	0.036196057	-0.104781724	2		
-0.337907403	-0.105537439	0.574151604	-0.199353578	-0.066110274	0.163336196	-0.233158047	0.194558113	0.290856578	0.011465196	0.367414937	0.139439881	-0.075216408	0.17306025	0.368098329	-0.008845069	-0.097102089	-0.080064113	-0.184723621	0.131207392	-0.132033781	-0.007873203	0.004575956	-0.077835986	0.024185733	-0.033733617	-0.131102396	0.023373888	-0.126883041	-0.028365436	0.287417856	-0.101127415	-0.010852816	0.095394375	0.087178763	0.061617563	-0.126671877	0.089703673	-0.167812029	0.057487767	-0.05237457	-0.077535026	0.069201864	-0.109884601	0.151727867	-0.087225616	0.120767588	0.05845797	0.095680893	-0.05247191	1		
-0.76368432	-0.097495089	-0.86664348	-0.087655189	-0.158616927	-0.371206906	-0.027858674	-0.221639359	-0.135595081	-0.171705593	-0.385309005	-0.020389494	0.301792368	0.084319593	0.185928865	-0.110530447	-0.144277443	0.05776823	0.320652077	0.054971841	0.207160106	0.075715997	0.029853334	-0.228086992	-0.141063469	0.243768586	0.016369759	0.379027327	-0.050680345	-0.025831533	-0.334654664	0.057625726	0.061332103	-0.053003536	0.039103293	-0.161377825	-0.063295709	0.018520813	0.15443492	0.115173329	0.159976487	-0.163305042	-0.159873481	-0.067255851	0.069592159	0.048921279	0.086870443	0.094851528	0.167174947	-0.050812056	1		
-0.236672353	-1.201723752	-0.250751135	-0.641593695	-0.055595067	-0.451070724	0.251500517	0.076492066	-0.292704659	0.220070899	0.627543336	-0.401028597	0.243456171	0.001272187	0.212450901	0.25995894	0.324761895	0.525184857	-0.180379012	0.179459897	-0.041935605	-0.170198487	-0.218980335	-0.07044849	-0.07920044	-0.196702952	-0.20404076	-0.108018112	-0.253141465	0.174947332	-0.158706845	0.055638966	-0.175666955	0.032136555	-0.156645102	0.030997209	0.250621721	0.055104581	-0.210251612	0.178579792	-0.001090487	0.139664057	0.076887624	-0.040581297	-0.034121589	0.267997015	-0.019097327	-0.115408878	0.073233574	0.119659579	2		
-0.814206822	0.429119432	-0.123069553	0.107898136	-0.178754911	-0.076354822	0.401318684	0.248402505	-0.054863784	0.371148205	-0.438221711	0.220781983	-0.174419697	0.199971098	-0.12824413	0.055189229	0.159698369	0.463261485	0.157077981	0.275933268	0.176840779	0.11783138	0.085312477	0.152427839	-0.11575279	0.273180116	0.07742319	-0.054630683	0.116402781	0.051734852	-0.074883813	0.312257198	-0.043632569	-0.097323861	0.142668565	0.139997752	-0.204658575	-0.036121026	-0.070661181	0.099928259	-0.195272243	0.053151963	0.010965658	0.061090554	-0.092577427	-0.03424937	-0.112181095	0.157520297	-0.072754886	0.235821431	1		
